timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date,body_pct,high_pct
1620864000000,8.284,9.678,7.7,9.308,121484.575,1620867599999,1071528.68777100,3828,51021.06800000,447928.42594600,0,2021-05-13 00:00:00,12.361178174794773,16.827619507484307
1620889200000,9.586,10.808,9.55,10.553,243547.58,1620892799999,2495846.11121700,10996,122638.89800000,1257847.51446500,0,2021-05-13 07:00:00,10.08762779052786,12.747757145837674
1620900000000,9.087,9.865,8.899,9.137,105745.598,1620903599999,1001045.77716200,3926,55637.62900000,528079.75917600,0,2021-05-13 10:00:00,0.5502366017387554,8.561681523054919
1620997200000,8.541,9.236,8.494,9.072,169646.616,1621000799999,1516770.52758900,6564,94637.11900000,844678.11863200,0,2021-05-14 13:00:00,6.217070600632231,8.137220465987593
1621051200000,9.441,10.601,9.369,10.025,175556.902,1621054799999,1759139.27454000,7492,98781.44800000,989457.19033100,0,2021-05-15 04:00:00,6.185785404088546,12.286834021819724
1621054800000,10.005,11.66,9.956,10.699,246782.652,1621058399999,2666786.26326200,11751,132691.90600000,1435960.69946600,0,2021-05-15 05:00:00,6.936531734132924,16.541729135432277
1621062000000,10.444,11.493,10.281,10.65,170767.317,1621065599999,1875830.96796400,9133,93139.05800000,1024834.61754000,0,2021-05-15 07:00:00,1.9724243584833352,10.044044427422438
1621065600000,10.674,12.15,10.504,11.993,172505.262,1621069199999,1979587.14767500,8546,100954.19200000,1162628.36216400,0,2021-05-15 08:00:00,12.357129473486985,13.827993254637446
1621069200000,11.993,12.98,11.8,12.413,351240.142,1621072799999,4375214.43895400,15978,168879.16900000,2107598.24888600,0,2021-05-15 09:00:00,3.5020428583340277,8.229800717084967
1621119600000,11.001,12.875,10.802,11.646,243836.057,1621123199999,2898367.75657500,10253,130503.52600000,1557383.84003100,0,2021-05-15 23:00:00,5.863103354240536,17.03481501681666
1621126800000,12.136,13.773,11.941,12.873,282003.439,1621130399999,3677546.39508200,10723,153068.14300000,2002591.98131800,0,2021-05-16 01:00:00,6.072841133816745,13.488793671720506
1621130400000,12.868,16.5,12.563,15.728,697280.851,1621133999999,10394020.23006900,28180,412726.41800000,6174230.19264700,0,2021-05-16 02:00:00,22.22567609574137,28.225054398507925
1621137600000,14.527,16.189,14.419,15.287,265482.364,1621141199999,4061417.15433600,13454,139802.23300000,2141050.67638600,0,2021-05-16 04:00:00,5.231637640256086,11.44076547119158
1621152000000,14.14,16.17,13.924,15.082,444732.045,1621155599999,6761932.81399700,18152,241800.32200000,3682873.97468900,0,2021-05-16 08:00:00,6.661951909476663,14.356435643564364
1621170000000,13.159,14.89,13.131,14.219,269999.688,1621173599999,3801781.36046900,11592,148498.27500000,2095949.50408500,0,2021-05-16 13:00:00,8.055323352838352,13.154495022418114
1621177200000,13.618,15.197,13.608,14.746,210713.841,1621180799999,3056576.60702300,10774,119615.41800000,1735230.98940900,0,2021-05-16 15:00:00,8.283154648259657,11.594947863122329
1621209600000,12.117,13.764,12.112,13.1,173077.45,1621213199999,2232167.63305800,10140,79815.45700000,1031885.43901600,0,2021-05-17 00:00:00,8.112569117768412,13.5924733845011
1621231200000,10.53,11.525,10.45,10.997,102450.488,1621234799999,1117265.94652400,5055,47685.07500000,521213.08947200,0,2021-05-17 06:00:00,4.434947768281107,9.449192782526126
1621238400000,11.04,12.243,10.989,11.704,155172.228,1621241999999,1797298.66724700,9064,75951.22600000,881024.96131500,0,2021-05-17 08:00:00,6.014492753623203,10.896739130434794
1621296000000,10.123,11.347,10.06,11.308,72850.559,1621299599999,782403.43531900,3350,44090.20600000,473381.70128200,0,2021-05-18 00:00:00,11.706016003161125,12.091277289341107
1621328400000,11.803,12.777,11.402,11.989,137372.897,1621331999999,1680749.56964600,6867,63021.23000000,770511.35964000,0,2021-05-18 09:00:00,1.5758705413877823,8.252139286622032
1621332000000,11.992,13.631,11.99,12.965,205200.252,1621335599999,2651461.91866200,8699,111649.12100000,1437137.86071000,0,2021-05-18 10:00:00,8.113742494996655,13.667444963308867
1621335600000,12.92,14.45,12.915,14.07,282280.205,1621339199999,3892544.29400000,14782,144866.15500000,1996425.45638500,0,2021-05-18 11:00:00,8.900928792569662,11.84210526315789
